live_detail_id,live_id,sort,color,performers,special_keys,jp_name,name,difficulty,level,duration,Tap,Long,Flick,Slide
1208,85,3044,3,Aiba Yumi,solo,lilac time,lilac time,11,8,128.618785,146,40,0,0
1209,85,3044,3,Aiba Yumi,solo,lilac time,lilac time,12,17,128.618785,232,36,54,81
1210,87,3046,1,Otokura Yuuki,solo,追い風Running,Oikaze Running,11,6,126.315789,64,46,0,0
1211,87,3046,1,Otokura Yuuki,solo,追い風Running,Oikaze Running,12,17,126.315789,116,34,114,106
1212,88,3047,2,Matsunaga Ryo,solo,One Life,One Life,11,5,130.169492,70,30,0,0
1213,88,3047,2,Matsunaga Ryo,solo,One Life,One Life,12,15,130.169492,105,9,150,53
1214,90,3049,1,Seki Hiromi,solo,楽園,Rakuen,1,6,131.791908,49,26,0,0
1215,90,3049,1,Seki Hiromi,solo,楽園,Rakuen,2,11,131.791908,108,34,0,0
1216,90,3049,1,Seki Hiromi,solo,楽園,Rakuen,3,16,131.791908,188,114,12,0
1217,90,3049,1,Seki Hiromi,solo,楽園,Rakuen,4,24,131.791908,235,151,79,0
1223,369,9018,4,"Kohinata Miho, Hayasaka Mirei, Shibuya Rin, Shiomi Syuko, Kimura Natsuki",,ガールズ・イン・ザ・フロンティア,Girls in the Frontier,1,7,117.517241,64,28,0,0
1224,369,9018,4,"Kohinata Miho, Hayasaka Mirei, Shibuya Rin, Shiomi Syuko, Kimura Natsuki",,ガールズ・イン・ザ・フロンティア,Girls in the Frontier,2,13,117.517241,149,44,0,0
1225,369,9018,4,"Kohinata Miho, Hayasaka Mirei, Shibuya Rin, Shiomi Syuko, Kimura Natsuki",,ガールズ・イン・ザ・フロンティア,Girls in the Frontier,3,18,117.517241,236,79,22,0
1226,369,9018,4,"Kohinata Miho, Hayasaka Mirei, Shibuya Rin, Shiomi Syuko, Kimura Natsuki",,ガールズ・イン・ザ・フロンティア,Girls in the Frontier,4,26,117.517241,370,162,131,0
1227,803,8003,3,"Jougasaki Mika, Jougasaki Rika",collab,夏色,Natsuiro,1,7,132.682927,82,14,0,0
1228,803,8003,3,"Jougasaki Mika, Jougasaki Rika",collab,夏色,Natsuiro,2,13,132.195122,172,22,0,0
1229,803,8003,3,"Jougasaki Mika, Jougasaki Rika",collab,夏色,Natsuiro,3,17,132.682927,303,24,12,0
1230,803,8003,3,"Jougasaki Mika, Jougasaki Rika",collab,夏色,Natsuiro,4,25,132.195122,428,82,69,0
1236,368,2014,1,"Ichinose Shiki, Miyamoto Frederica",,クレイジークレイジー,Crazy Crazy,1,8,134.265734,111,8,0,0
1237,368,2014,1,"Ichinose Shiki, Miyamoto Frederica",,クレイジークレイジー,Crazy Crazy,2,13,134.265734,182,16,0,0
1238,368,2014,1,"Ichinose Shiki, Miyamoto Frederica",,クレイジークレイジー,Crazy Crazy,3,18,134.265734,236,38,71,0
1239,368,2014,1,"Ichinose Shiki, Miyamoto Frederica",,クレイジークレイジー,Crazy Crazy,4,26,134.265734,362,84,235,0
1241,353,1040,4,"Seki Hiromi, Araki Hina, Fujiwara Hajime, Kitami Yuzu, Murakami Tomoe",,always,always,5,28,133.75,263,118,198,56
1243,355,1042,4,"Kohinata Miho, Hayami Kanade, Jougasaki Mika",,ツインテールの風,Twintail no Kaze,5,30,122.823529,252,110,260,231
1245,357,9903,4,"Ogata Chieri, Futaba Anzu, Shirasaka Koume, Hori Yuko, Moroboshi Kirari",,Vast world,Vast world,5,28,127.542857,478,78,192,124
1246,353,1040,4,"Seki Hiromi, Araki Hina, Fujiwara Hajime, Kitami Yuzu, Murakami Tomoe",,always,always,101,28,133.75,260,112,204,56
1247,355,1042,4,"Kohinata Miho, Hayami Kanade, Jougasaki Mika",,ツインテールの風,Twintail no Kaze,101,29,122.823529,235,147,209,202
1248,357,9903,4,"Ogata Chieri, Futaba Anzu, Shirasaka Koume, Hori Yuko, Moroboshi Kirari",,Vast world,Vast world,101,28,127.542857,478,78,189,124
1249,804,8004,2,"Tachibana Arisu, Hayami Kanade",collab,サヨナラバス,Sayonara Bus,1,6,128.695652,54,30,0,0
1250,804,8004,2,"Tachibana Arisu, Hayami Kanade",collab,サヨナラバス,Sayonara Bus,2,12,128.695652,88,64,0,0
1251,804,8004,2,"Tachibana Arisu, Hayami Kanade",collab,サヨナラバス,Sayonara Bus,3,17,128.695652,205,140,14,0
1252,804,8004,2,"Tachibana Arisu, Hayami Kanade",collab,サヨナラバス,Sayonara Bus,4,25,128.695652,334,137,72,0
1253,705,7005,2,"Kamijo Haruna, Araki Hina",mix,Flip Flop ～For SS3A rearrange Mix～,Flip Flop ~For SS3A rearrange Mix~,1,8,134.0,77,42,0,0
1254,705,7005,2,"Kamijo Haruna, Araki Hina",mix,Flip Flop ～For SS3A rearrange Mix～,Flip Flop ~For SS3A rearrange Mix~,2,14,134.5,184,48,0,0
1255,705,7005,2,"Kamijo Haruna, Araki Hina",mix,Flip Flop ～For SS3A rearrange Mix～,Flip Flop ~For SS3A rearrange Mix~,3,19,134.5,271,71,53,0
1256,705,7005,2,"Kamijo Haruna, Araki Hina",mix,Flip Flop ～For SS3A rearrange Mix～,Flip Flop ~For SS3A rearrange Mix~,4,27,134.5,620,53,82,0
1257,334,9901,4,"Sakurai Momoka, Sasaki Chie, Ryuzaki Kaoru, Akagi Miria, Ichihara Nina",,Yes! Party Time!!,Yes! Party Time!!,11,7,124.864865,135,32,0,0
1258,334,9901,4,"Sakurai Momoka, Sasaki Chie, Ryuzaki Kaoru, Akagi Miria, Ichihara Nina",,Yes! Party Time!!,Yes! Party Time!!,12,16,124.864865,100,45,88,130
1259,319,1029,4,"Ichinose Shiki, Maekawa Miku, Kanzaki Ranko, Ninomiya Asuka, Jougasaki Mika",,EVERMORE,EVERMORE,11,9,123.333333,160,32,0,0
1260,319,1029,4,"Ichinose Shiki, Maekawa Miku, Kanzaki Ranko, Ninomiya Asuka, Jougasaki Mika",,EVERMORE,EVERMORE,12,17,123.333333,143,2,94,128
1261,703,7003,3,"Munakata Atsumi, Oikawa Shizuku",mix,shabon song ～For SS3A rearrange Mix～,shabon song ~For SS3A rearrange Mix~,1,7,127.674419,57,48,0,0
1262,703,7003,3,"Munakata Atsumi, Oikawa Shizuku",mix,shabon song ～For SS3A rearrange Mix～,shabon song ~For SS3A rearrange Mix~,2,13,127.674419,142,52,0,0
1263,703,7003,3,"Munakata Atsumi, Oikawa Shizuku",mix,shabon song ～For SS3A rearrange Mix～,shabon song ~For SS3A rearrange Mix~,3,19,127.674419,291,102,14,0
1264,703,7003,3,"Munakata Atsumi, Oikawa Shizuku",mix,shabon song ～For SS3A rearrange Mix～,shabon song ~For SS3A rearrange Mix~,4,27,127.674419,513,197,151,0
1265,708,7008,4,,mix,輝く世界の魔法 -Magical Step Forward Remix-,Kagayaku Sekai no Mahou -Magical Step Forward Remix-,1,8,126.896552,99,20,0,0
1266,708,7008,4,,mix,輝く世界の魔法 -Magical Step Forward Remix-,Kagayaku Sekai no Mahou -Magical Step Forward Remix-,2,13,126.896552,117,80,0,0
1267,708,7008,4,,mix,輝く世界の魔法 -Magical Step Forward Remix-,Kagayaku Sekai no Mahou -Magical Step Forward Remix-,3,18,126.896552,199,117,64,0
1268,708,7008,4,,mix,輝く世界の魔法 -Magical Step Forward Remix-,Kagayaku Sekai no Mahou -Magical Step Forward Remix-,4,27,126.896552,434,206,76,0
1269,805,8005,1,"Shimamura Uzuki, Futaba Anzu, Shibuya Rin, Honda Mio, Moroboshi Kirari",collab,LOVE & PEACH,LOVE & PEACH,1,7,125.526316,80,14,0,0
1270,805,8005,1,"Shimamura Uzuki, Futaba Anzu, Shibuya Rin, Honda Mio, Moroboshi Kirari",collab,LOVE & PEACH,LOVE & PEACH,2,12,125.526316,152,28,0,0
1271,805,8005,1,"Shimamura Uzuki, Futaba Anzu, Shibuya Rin, Honda Mio, Moroboshi Kirari",collab,LOVE & PEACH,LOVE & PEACH,3,17,125.526316,309,48,34,0
1272,805,8005,1,"Shimamura Uzuki, Futaba Anzu, Shibuya Rin, Honda Mio, Moroboshi Kirari",collab,LOVE & PEACH,LOVE & PEACH,4,25,125.526316,303,118,177,0
1278,370,2015,2,"Takagaki Kaede, Hayami Kanade",,Pretty Liar,Pretty Liar,1,7,127.078652,67,26,0,0
1279,370,2015,2,"Takagaki Kaede, Hayami Kanade",,Pretty Liar,Pretty Liar,2,13,127.078652,83,98,0,0
1280,370,2015,2,"Takagaki Kaede, Hayami Kanade",,Pretty Liar,Pretty Liar,3,19,127.078652,175,112,81,0
1281,370,2015,2,"Takagaki Kaede, Hayami Kanade",,Pretty Liar,Pretty Liar,4,26,127.078652,383,284,65,0
1282,356,5032,1,"Shimamura Uzuki, Kohinata Miho, Sakurai Momoka, Futaba Anzu, Sakuma Mayu",,キラッ ! 満開スマイル,Kira! Mankai Smile,5,29,130.909091,369,162,317,78
1283,60,3029,1,Kobayakawa Sae,solo,花簪 HANAKANZASHI,Hanakanzashi HANAKANZASHI,5,29,126.582029,214,113,314,215
1284,354,1041,2,"Kamiya Nao, Kanzaki Ranko, Wakiyama Tamami",,Frost,Frost,5,29,118.604651,368,101,82,174
1285,63,3034,2,Hayami Kanade,solo,Hotel Moonside,Hotel Moonside,5,27,128.372093,268,125,78,308
1286,358,1044,3,"Honda Mio, Ryuzaki Kaoru, Kitami Yuzu",,Spring Screaming,Spring Screaming,5,29,117.272727,590,33,138,141
1287,64,3025,3,Takamori Aiko,solo,お散歩カメラ,Osanpo Camera,5,29,125.581395,579,76,203,79
1288,356,5032,1,"Shimamura Uzuki, Kohinata Miho, Sakurai Momoka, Futaba Anzu, Sakuma Mayu",,キラッ ! 満開スマイル,Kira! Mankai Smile,101,29,130.909091,369,162,309,78
1289,354,1041,2,"Kamiya Nao, Kanzaki Ranko, Wakiyama Tamami",,Frost,Frost,101,29,118.604651,369,97,82,174
1290,358,1044,3,"Honda Mio, Ryuzaki Kaoru, Kitami Yuzu",,Spring Screaming,Spring Screaming,101,29,117.272727,617,33,128,118
1291,707,7007,3,"Kitami Yuzu, Murakami Tomoe",mix,Lunatic Show ～For SS3A rearrange Mix～,Lunatic Show ~For SS3A rearrange Mix~,1,7,115.862069,90,10,0,0
1292,707,7007,3,"Kitami Yuzu, Murakami Tomoe",mix,Lunatic Show ～For SS3A rearrange Mix～,Lunatic Show ~For SS3A rearrange Mix~,2,13,115.862069,167,18,0,0
1293,707,7007,3,"Kitami Yuzu, Murakami Tomoe",mix,Lunatic Show ～For SS3A rearrange Mix～,Lunatic Show ~For SS3A rearrange Mix~,3,17,115.862069,168,103,9,0
1294,707,7007,3,"Kitami Yuzu, Murakami Tomoe",mix,Lunatic Show ～For SS3A rearrange Mix～,Lunatic Show ~For SS3A rearrange Mix~,4,27,115.862069,393,194,81,0
1300,371,9019,4,"Sakurai Momoka, Sasaki Chie, Tachibana Arisu, Yuki Haru, Ryuzaki Kaoru",,ドレミファクトリー !,Doremy Factory,1,8,127.77006,82,40,0,0
1301,371,9019,4,"Sakurai Momoka, Sasaki Chie, Tachibana Arisu, Yuki Haru, Ryuzaki Kaoru",,ドレミファクトリー !,Doremy Factory,2,13,127.77006,136,84,0,0
1302,371,9019,4,"Sakurai Momoka, Sasaki Chie, Tachibana Arisu, Yuki Haru, Ryuzaki Kaoru",,ドレミファクトリー !,Doremy Factory,3,18,127.77006,258,86,60,0
1303,371,9019,4,"Sakurai Momoka, Sasaki Chie, Tachibana Arisu, Yuki Haru, Ryuzaki Kaoru",,ドレミファクトリー !,Doremy Factory,4,24,127.77006,308,71,155,0
1304,704,7004,2,"Mifune Miyu, Fujiwara Hajime",mix,Nocturne ～For SS3A rearrange Mix～,Nocturne ~For SS3A rearrange Mix~,1,7,123.428571,65,28,0,0
1305,704,7004,2,"Mifune Miyu, Fujiwara Hajime",mix,Nocturne ～For SS3A rearrange Mix～,Nocturne ~For SS3A rearrange Mix~,2,13,123.428571,71,78,0,0
1306,704,7004,2,"Mifune Miyu, Fujiwara Hajime",mix,Nocturne ～For SS3A rearrange Mix～,Nocturne ~For SS3A rearrange Mix~,3,18,123.428571,138,151,22,0
1307,704,7004,2,"Mifune Miyu, Fujiwara Hajime",mix,Nocturne ～For SS3A rearrange Mix～,Nocturne ~For SS3A rearrange Mix~,4,26,123.428571,313,178,63,0
1308,709,7009,4,,mix,ゴキゲンParty Night -Dance!!!!!!!!!!!!!!! Remix-,Gokigen Party Night -Dance!!!!!!!!!!!!!!! Remix-,1,7,130.285714,69,14,0,0
1309,709,7009,4,,mix,ゴキゲンParty Night -Dance!!!!!!!!!!!!!!! Remix-,Gokigen Party Night -Dance!!!!!!!!!!!!!!! Remix-,2,12,130.285714,153,28,0,0
1310,709,7009,4,,mix,ゴキゲンParty Night -Dance!!!!!!!!!!!!!!! Remix-,Gokigen Party Night -Dance!!!!!!!!!!!!!!! Remix-,3,17,130.285714,270,37,38,0
1311,709,7009,4,,mix,ゴキゲンParty Night -Dance!!!!!!!!!!!!!!! Remix-,Gokigen Party Night -Dance!!!!!!!!!!!!!!! Remix-,4,27,130.285714,499,155,62,0
1317,372,2016,2,"Matsunaga Ryo, Shirasaka Koume",,アンデッド・ダンスロック,Undead Dance Rock,1,7,117.428571,94,6,0,0
1318,372,2016,2,"Matsunaga Ryo, Shirasaka Koume",,アンデッド・ダンスロック,Undead Dance Rock,2,13,117.428571,146,54,0,0
1319,372,2016,2,"Matsunaga Ryo, Shirasaka Koume",,アンデッド・ダンスロック,Undead Dance Rock,3,18,117.428571,261,44,28,0
1320,372,2016,2,"Matsunaga Ryo, Shirasaka Koume",,アンデッド・ダンスロック,Undead Dance Rock,4,26,117.428571,397,158,111,0
1321,710,7010,4,,mix,Near to You -PicoPico D'n'B Remix-,Near to You -PicoPico D'n'B Remix-,1,7,131.034483,91,28,0,0
1322,710,7010,4,,mix,Near to You -PicoPico D'n'B Remix-,Near to You -PicoPico D'n'B Remix-,2,13,131.034483,159,68,0,0
1323,710,7010,4,,mix,Near to You -PicoPico D'n'B Remix-,Near to You -PicoPico D'n'B Remix-,3,19,131.034483,257,98,50,0
1324,710,7010,4,,mix,Near to You -PicoPico D'n'B Remix-,Near to You -PicoPico D'n'B Remix-,4,27,131.034483,374,365,149,0
1325,29,9001,4,"Shimamura Uzuki, Futaba Anzu, Shibuya Rin, Honda Mio, Moroboshi Kirari",,とどけ ! アイドル,Todoke! Idol,11,6,131.666667,49,74,0,0
1326,29,9001,4,"Shimamura Uzuki, Futaba Anzu, Shibuya Rin, Honda Mio, Moroboshi Kirari",,とどけ ! アイドル,Todoke! Idol,12,15,132.0,120,101,52,59
1327,56,1014,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,パステルピンクな恋,Pastel Pink na Koi,11,7,120.685714,132,32,0,0
1328,56,1014,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,パステルピンクな恋,Pastel Pink na Koi,12,16,120.685714,138,36,47,121
1334,373,9020,4,"Maekawa Miku, Anastasia, Ninomiya Asuka, Ootsuki Yui, Himekawa Yuki",,Starry-Go-Round,Starry-Go-Round,1,8,131.06383,63,58,0,0
1335,373,9020,4,"Maekawa Miku, Anastasia, Ninomiya Asuka, Ootsuki Yui, Himekawa Yuki",,Starry-Go-Round,Starry-Go-Round,2,13,131.06383,159,70,0,0
1336,373,9020,4,"Maekawa Miku, Anastasia, Ninomiya Asuka, Ootsuki Yui, Himekawa Yuki",,Starry-Go-Round,Starry-Go-Round,3,19,131.06383,323,80,54,0
1337,373,9020,4,"Maekawa Miku, Anastasia, Ninomiya Asuka, Ootsuki Yui, Himekawa Yuki",,Starry-Go-Round,Starry-Go-Round,4,27,131.06383,408,154,205,0
1338,91,3050,2,Mifune Miyu,solo,Last Kiss,Last Kiss,1,7,126.956522,71,24,0,0
1339,91,3050,2,Mifune Miyu,solo,Last Kiss,Last Kiss,2,12,126.956522,86,68,0,0
1340,91,3050,2,Mifune Miyu,solo,Last Kiss,Last Kiss,3,17,128.695652,188,110,26,0
1341,91,3050,2,Mifune Miyu,solo,Last Kiss,Last Kiss,4,25,126.956522,216,249,125,0
1342,706,7006,1,"Seki Hiromi, Morikubo Nono",mix,あいくるしい ～For SS3A rearrange Mix～,Aikurushii ~For SS3A rearrange Mix~,1,7,127.857143,49,82,0,0
1343,706,7006,1,"Seki Hiromi, Morikubo Nono",mix,あいくるしい ～For SS3A rearrange Mix～,Aikurushii ~For SS3A rearrange Mix~,2,13,127.857143,79,98,0,0
1344,706,7006,1,"Seki Hiromi, Morikubo Nono",mix,あいくるしい ～For SS3A rearrange Mix～,Aikurushii ~For SS3A rearrange Mix~,3,18,127.857143,218,160,44,0
1345,706,7006,1,"Seki Hiromi, Morikubo Nono",mix,あいくるしい ～For SS3A rearrange Mix～,Aikurushii ~For SS3A rearrange Mix~,4,26,127.857143,229,112,370,0
1346,359,1045,4,"Igarashi Kyoko, Anastasia, Yorita Yoshino",,桜の風,Sakura no Kaze,5,29,126.792453,356,23,167,150
1347,360,5014,1,"Mimura Kanako, Ogata Chieri, Futaba Anzu, Koshimizu Sachiko",,Heart Voice,Heart Voice,5,29,127.894737,489,100,110,220
1348,363,5033,2,"Shibuya Rin, Kamiya Nao, Kamijo Haruna, Mifune Miyu, Kanzaki Ranko",,エチュードは1曲だけ,Etude wa Ikkyoku dake,5,28,132.413793,367,72,128,250
1349,323,5018,2,"Nitta Minami, Kanzaki Ranko, Anastasia",,この空の下,Kono Sora no Shita,5,26,129.6,193,136,71,121
1350,362,2012,3,"Fujimoto Rina, Mukai Takumi",,Virgin Love,Virgin Love,5,28,130.786517,563,88,197,56
1351,339,5017,4,"Maekawa Miku, Abe Nana, Tada Riina, Kimura Natsuki",,Wonder goes on!!,Wonder goes on!!,5,29,124.044944,739,92,92,70
1352,359,1045,4,"Igarashi Kyoko, Anastasia, Yorita Yoshino",,桜の風,Sakura no Kaze,101,29,126.792453,348,35,167,138
1353,363,5033,2,"Shibuya Rin, Kamiya Nao, Kamijo Haruna, Mifune Miyu, Kanzaki Ranko",,エチュードは1曲だけ,Etude wa Ikkyoku dake,101,28,132.413793,366,72,128,246
1354,362,2012,3,"Fujimoto Rina, Mukai Takumi",,Virgin Love,Virgin Love,101,28,130.786517,542,90,197,56
1360,376,2017,3,"Fujiwara Hajime, Yorita Yoshino",,Sunshine See May,Sunshine See May,1,7,128.316832,53,56,0,0
1361,376,2017,3,"Fujiwara Hajime, Yorita Yoshino",,Sunshine See May,Sunshine See May,2,13,128.316832,99,90,0,0
1362,376,2017,3,"Fujiwara Hajime, Yorita Yoshino",,Sunshine See May,Sunshine See May,3,19,128.316832,257,178,22,0
1363,376,2017,3,"Fujiwara Hajime, Yorita Yoshino",,Sunshine See May,Sunshine See May,4,26,128.316832,243,156,122,0
1364,89,3048,3,Yorita Yoshino,solo,祈りの花,Inori no Hana,11,6,127.179487,62,54,0,0
1365,89,3048,3,Yorita Yoshino,solo,祈りの花,Inori no Hana,12,15,127.179487,72,3,41,141
1366,90,3049,1,Seki Hiromi,solo,楽園,Rakuen,11,7,131.791908,67,94,0,0
1367,90,3049,1,Seki Hiromi,solo,楽園,Rakuen,12,15,131.791908,105,32,23,109
1368,91,3050,2,Mifune Miyu,solo,Last Kiss,Last Kiss,11,6,126.956522,84,38,0,0
1369,91,3050,2,Mifune Miyu,solo,Last Kiss,Last Kiss,12,15,126.956522,80,52,58,108
1375,374,1051,4,"Abe Nana, Sagisawa Fumika, Hojo Karen, Takafuji Kako, Honda Mio",,君への詩,Kimi e no Uta,1,7,131.650485,54,42,0,0
1376,374,1051,4,"Abe Nana, Sagisawa Fumika, Hojo Karen, Takafuji Kako, Honda Mio",,君への詩,Kimi e no Uta,2,13,131.650485,75,126,0,0
1377,374,1051,4,"Abe Nana, Sagisawa Fumika, Hojo Karen, Takafuji Kako, Honda Mio",,君への詩,Kimi e no Uta,3,17,131.650485,222,86,35,0
1378,374,1051,4,"Abe Nana, Sagisawa Fumika, Hojo Karen, Takafuji Kako, Honda Mio",,君への詩,Kimi e no Uta,4,25,131.650485,214,159,147,0
1379,807,8007,1,Shimamura Uzuki,collab,HOT LIMIT,HOT LIMIT,1,6,113.043478,50,40,0,0
1380,807,8007,1,Shimamura Uzuki,collab,HOT LIMIT,HOT LIMIT,2,12,113.043478,110,50,0,0
1381,807,8007,1,Shimamura Uzuki,collab,HOT LIMIT,HOT LIMIT,3,17,113.043478,317,26,28,0
1382,807,8007,1,Shimamura Uzuki,collab,HOT LIMIT,HOT LIMIT,4,25,113.043478,341,131,133,0
1383,809,8009,3,"Kitami Yuzu, Hori Yuko",collab,友達の唄,Tomodachi no Uta,1,7,135.0,57,44,0,0
1384,809,8009,3,"Kitami Yuzu, Hori Yuko",collab,友達の唄,Tomodachi no Uta,2,12,135.0,108,78,0,0
1385,809,8009,3,"Kitami Yuzu, Hori Yuko",collab,友達の唄,Tomodachi no Uta,3,18,135.0,254,126,16,0
1386,809,8009,3,"Kitami Yuzu, Hori Yuko",collab,友達の唄,Tomodachi no Uta,4,25,135.0,332,242,62,0
1387,92,3051,3,Murakami Tomoe,solo,おんなの道は星の道,Onna no Michi wa Hoshi no Michi,1,7,120.0,68,26,0,0
1388,92,3051,3,Murakami Tomoe,solo,おんなの道は星の道,Onna no Michi wa Hoshi no Michi,2,13,120.0,110,42,0,0
1389,92,3051,3,Murakami Tomoe,solo,おんなの道は星の道,Onna no Michi wa Hoshi no Michi,3,17,120.0,185,49,14,0
1390,92,3051,3,Murakami Tomoe,solo,おんなの道は星の道,Onna no Michi wa Hoshi no Michi,4,25,120.0,250,105,93,0
1396,375,1050,4,"Ichinose Shiki, Abe Nana, Sakuma Mayu, Sagisawa Fumika, Hojo Karen, Takafuji Kako, Honda Mio, Kita Hinako, Nanjo Hikaru",,Trust me,Trust me,1,8,132.110092,94,28,0,0
1397,375,1050,4,"Ichinose Shiki, Abe Nana, Sakuma Mayu, Sagisawa Fumika, Hojo Karen, Takafuji Kako, Honda Mio, Kita Hinako, Nanjo Hikaru",,Trust me,Trust me,2,14,132.110092,152,78,0,0
1398,375,1050,4,"Ichinose Shiki, Abe Nana, Sakuma Mayu, Sagisawa Fumika, Hojo Karen, Takafuji Kako, Honda Mio, Kita Hinako, Nanjo Hikaru",,Trust me,Trust me,3,19,132.110092,333,46,48,0
1399,375,1050,4,"Ichinose Shiki, Abe Nana, Sakuma Mayu, Sagisawa Fumika, Hojo Karen, Takafuji Kako, Honda Mio, Kita Hinako, Nanjo Hikaru",,Trust me,Trust me,4,27,132.110092,470,86,284,0
1400,808,8008,3,"Oikawa Shizuku, Katagiri Sanae, Hori Yuko",collab,行くぜっ ! 怪盗少女,Ikuze! Kaitou Shoujo,1,7,124.5,97,14,0,0
1401,808,8008,3,"Oikawa Shizuku, Katagiri Sanae, Hori Yuko",collab,行くぜっ ! 怪盗少女,Ikuze! Kaitou Shoujo,2,13,124.5,154,30,0,0
1402,808,8008,3,"Oikawa Shizuku, Katagiri Sanae, Hori Yuko",collab,行くぜっ ! 怪盗少女,Ikuze! Kaitou Shoujo,3,17,124.5,280,56,17,0
1403,808,8008,3,"Oikawa Shizuku, Katagiri Sanae, Hori Yuko",collab,行くぜっ ! 怪盗少女,Ikuze! Kaitou Shoujo,4,26,124.5,421,123,144,0
1404,361,1046,1,"Mizumoto Yukari, Seki Hiromi, Munakata Atsumi",,HARURUNRUN,HARURUNRUN,5,29,133.028571,534,109,236,93
1405,65,3021,1,Abe Nana,solo,メルヘンデビュー !,Marchen Debut!,5,30,125.647059,359,148,299,171
1406,369,9018,4,"Kohinata Miho, Hayasaka Mirei, Shibuya Rin, Shiomi Syuko, Kimura Natsuki",,ガールズ・イン・ザ・フロンティア,Girls in the Frontier,5,30,117.517241,441,77,197,164
1407,66,3027,2,Kamiya Nao,solo,2nd SIDE,2nd SIDE,5,29,117.293233,560,40,100,83
1408,364,1049,4,"Ogata Chieri, Nitta Minami, Ootsuki Yui",,銀のイルカと熱い風,Gin no Iruka to Atsui Kaze,5,30,128.813559,664,21,222,92
1409,67,3020,3,Hino Akane,solo,熱血乙女A,Nekketsu Otome A,5,28,125.517241,705,135,87,0
1410,361,1046,1,"Mizumoto Yukari, Seki Hiromi, Munakata Atsumi",,HARURUNRUN,HARURUNRUN,101,29,133.028571,532,109,236,93
1411,369,9018,4,"Kohinata Miho, Hayasaka Mirei, Shibuya Rin, Shiomi Syuko, Kimura Natsuki",,ガールズ・イン・ザ・フロンティア,Girls in the Frontier,101,30,117.517241,432,77,197,164
1412,364,1049,4,"Ogata Chieri, Nitta Minami, Ootsuki Yui",,銀のイルカと熱い風,Gin no Iruka to Atsui Kaze,101,29,129.152542,655,31,219,84
1413,57,1012,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,オルゴールの小箱,Orgel no Kobako,11,5,126.774194,38,52,0,0
1414,57,1012,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,オルゴールの小箱,Orgel no Kobako,12,14,126.774194,57,40,9,130
1420,377,2018,1,"Shimamura Uzuki, Kohinata Miho, Igarashi Kyoko",,Palette,Palette,1,8,134.0,87,30,0,0
1421,377,2018,1,"Shimamura Uzuki, Kohinata Miho, Igarashi Kyoko",,Palette,Palette,2,13,134.0,179,42,0,0
1422,377,2018,1,"Shimamura Uzuki, Kohinata Miho, Igarashi Kyoko",,Palette,Palette,3,19,134.0,348,66,26,0
1423,377,2018,1,"Shimamura Uzuki, Kohinata Miho, Igarashi Kyoko",,Palette,Palette,4,26,134.0,480,182,103,0
1424,810,8010,2,"Kamiya Nao, Hojo Karen",collab,虹,Niji,1,6,132.413793,67,24,0,0
1425,810,8010,2,"Kamiya Nao, Hojo Karen",collab,虹,Niji,2,13,132.413793,119,42,0,0
1426,810,8010,2,"Kamiya Nao, Hojo Karen",collab,虹,Niji,3,17,132.413793,194,57,56,0
1427,810,8010,2,"Kamiya Nao, Hojo Karen",collab,虹,Niji,4,24,132.413793,303,88,187,0
1428,365,5022,4,"Shimamura Uzuki, Shibuya Rin, Honda Mio",,心もよう,Kokoro Moyou,1,5,132.705882,33,30,0,0
1429,365,5022,4,"Shimamura Uzuki, Shibuya Rin, Honda Mio",,心もよう,Kokoro Moyou,2,11,132.705882,87,54,0,0
1430,365,5022,4,"Shimamura Uzuki, Shibuya Rin, Honda Mio",,心もよう,Kokoro Moyou,3,15,132.705882,164,44,14,0
1431,365,5022,4,"Shimamura Uzuki, Shibuya Rin, Honda Mio",,心もよう,Kokoro Moyou,4,21,132.705882,246,104,28,0
1437,380,2021,3,"Honda Mio, Takamori Aiko, Hino Akane",,スパイスパラダイス,Spice Paradise,1,8,112.0,92,28,0,0
1438,380,2021,3,"Honda Mio, Takamori Aiko, Hino Akane",,スパイスパラダイス,Spice Paradise,2,13,112.0,152,82,0,0
1439,380,2021,3,"Honda Mio, Takamori Aiko, Hino Akane",,スパイスパラダイス,Spice Paradise,3,18,112.0,291,60,57,0
1440,380,2021,3,"Honda Mio, Takamori Aiko, Hino Akane",,スパイスパラダイス,Spice Paradise,4,25,112.0,410,65,132,0
1441,367,2013,1,"Abe Nana, Sato Shin",,凸凹スピードスター,Decoboco Speed Star,5,31,126.26087,484,35,319,239
1442,68,3033,1,Miyamoto Frederica,solo,き・ま・ぐ・れ☆Café au lait !,Ki-ma-gu-re☆Cafe au lait!,5,27,123.243243,378,104,127,115
1443,370,2015,2,"Takagaki Kaede, Hayami Kanade",,Pretty Liar,Pretty Liar,5,29,127.078652,408,76,183,199
1444,69,3028,2,Hojo Karen,solo,薄荷 -ハッカ-,Hakka -Hakka-,5,26,129.295775,119,92,74,172
